Time_Index,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
1,1.0,0.0,0.934202894,1.0
2,1.0,0.0,0.921601241,1.0
3,1.0,0.0,0.948595413,1.0
4,1.0,0.0,0.939910823,1.0
5,1.0,0.0,0.795121023,1.0
6,1.0,0.0,0.66247513,1.0
7,1.0,0.0,0.585036671,1.0
8,1.0,0.0,0.63761166,1.0
9,1.0,0.186795,0.444588759,1.0
10,1.0,0.45045,0.007844314,1.0
11,1.0,0.60354,0.002662739,1.0
12,1.0,0.68082,0.002261394,1.0
13,1.0,0.65184,0.004673886,1.0
14,1.0,0.6258,0.008097166,1.0
15,1.0,0.526365,0.105890624,1.0
16,1.0,0.347655,0.211892256,1.0
17,1.0,0.06741,0.149029707,1.0
18,1.0,0.0,0.59537369,1.0
19,1.0,0.0,0.99332614,1.0
20,1.0,0.0,0.969563913,1.0
21,1.0,0.0,1.001055559,1.0
22,1.0,0.0,0.975665689,1.0
23,1.0,0.0,0.892005354,1.0
24,1.0,0.0,0.698849523,1.0
25,1.0,0.0,0.553823215,1.0
26,1.0,0.0,0.680612352,1.0
27,1.0,0.0,0.668116093,1.0
28,1.0,0.0,0.96058386,1.0
29,1.0,0.0,0.900561208,1.0
30,1.0,0.0,0.86600697,1.0
31,1.0,0.0,0.615958169,1.0
32,1.0,0.0,0.510266206,1.0
33,1.0,0.168,0.594183451,1.0
34,1.0,0.35889,0.779029012,1.0
35,1.0,0.51996,0.975792986,1.0
36,1.0,0.59367,1.035768199,1.0
37,1.0,0.599865,1.041229355,1.0
38,1.0,0.56847,1.034906342,1.0
39,1.0,0.491085,1.040646878,1.0
40,1.0,0.335265,0.999091083,1.0
41,1.0,0.105315,1.009627936,1.0
42,1.0,0.0,0.837167859,1.0
43,1.0,0.0,0.761394909,1.0
44,1.0,0.0,0.57062087,1.0
45,1.0,0.0,0.866571737,1.0
46,1.0,0.0,0.967131865,1.0
47,1.0,0.0,0.866667366,1.0
48,1.0,0.0,0.841139558,1.0
49,1.0,0.0,0.880606583,1.0
50,1.0,0.0,0.691532851,1.0
51,1.0,0.0,0.509584656,1.0
52,1.0,0.0,0.625785997,1.0
53,1.0,0.0,0.652933877,1.0
54,1.0,0.0,0.733212313,1.0
55,1.0,0.0,0.593637148,1.0
56,1.0,0.0,0.381131668,1.0
57,1.0,0.225435,0.448640035,1.0
58,1.0,0.4578,0.932292992,1.0
59,1.0,0.607635,1.00029797,1.0
60,1.0,0.6636,1.025163317,1.0
61,1.0,0.677355,1.047905347,1.0
62,1.0,0.651735,1.027486154,1.0
63,1.0,0.57792,1.041973802,1.0
64,1.0,0.397005,1.035451832,1.0
65,1.0,0.143955,0.894112712,1.0
66,1.0,0.0,0.948219717,1.0
67,1.0,0.0,1.043945163,1.0
68,1.0,0.0,0.868834993,1.0
69,1.0,0.0,1.014098812,1.0
70,1.0,0.0,1.008168769,1.0
71,1.0,0.0,1.037118656,1.0
72,1.0,0.0,1.028908646,1.0
73,1.0,0.0,1.049803859,1.0
74,1.0,0.0,1.04264878,1.0
75,1.0,0.0,0.958383626,1.0
76,1.0,0.0,0.945330048,1.0
77,1.0,0.0,0.94594801,1.0
78,1.0,0.0,0.825509549,1.0
79,1.0,0.0,0.787189955,1.0
